"make","model","trim","year","vin","highlights","basic_data","prices"
"Chevrolet","Malibu","LT","2023","1G1ZE5ST5PF184770","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Small Sedan"", ""Sedan""], ""moonroof"": true, ""cylinders"": ""4"", ""cargoSpace"": """", ""drive_type"": ""Front Wheel Drive"", ""navigation"": true, ""seatCooling"": true, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""19 x 8.5"", ""transmissionType"": ""A"", ""engine_displacement"": ""1.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""22"", ""fuel_consumption_highway"": ""33""}","{""make"": ""Chevrolet"", ""trim"": ""LT"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Malibu"", ""style"": ""4dr Sdn 2LT"", ""source"": ""Chrome"", ""body_type"": ""4dr Sdn 2LT"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Front Wheel Drive"", ""engine_code"": ""LFV"", ""body_subtype"": ""4-door Mid-Size Passenger Car"", ""model_number"": ""1ZF69"", ""package_code"": """", ""vehicle_type"": ""4dr Car"", ""is_chrome_make"": true, ""oem_body_style"": ""4dr Car"", ""bed_length_foot"": """"}","{""MSRP"": 33645, ""invoice"": 32905, ""estimatedPackagesMSRP"": 1050, ""estimatedPackagesInvoice"": 955.5}"
"Chevrolet","Silverado 2500HD","Custom","2024","2GC4YME72R1115756","{""doors"": ""4"", ""seats"": ""6"", ""carType"": [""Truck""], ""moonroof"": false, ""cylinders"": ""8"", ""cargoSpace"": """", ""drive_type"": ""Four Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": false, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""20"", ""transmissionType"": ""A"", ""engine_displacement"": ""6.6"", ""entertainmentScreen"": false, ""fuel_consumption_city"": null, ""fuel_consumption_highway"": null}","{""make"": ""Chevrolet"", ""trim"": ""Custom"", ""year"": ""2024"", ""doors"": ""4"", ""model"": ""Silverado 2500HD"", ""style"": ""4WD Crew Cab 159\"" Custom"", ""source"": ""Chrome"", ""body_type"": ""4WD Crew Cab Custom"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Four Wheel Drive"", ""engine_code"": ""L8T"", ""body_subtype"": ""4WD Standard Pickup Trucks"", ""model_number"": ""CK20743"", ""package_code"": """", ""vehicle_type"": ""Crew Cab Pickup - Standard Bed"", ""is_chrome_make"": true, ""oem_body_style"": ""Crew Cab Pickup - Standard Bed"", ""bed_length_foot"": """"}","{""MSRP"": 57555, ""invoice"": 55509, ""estimatedPackagesMSRP"": 8260, ""estimatedPackagesInvoice"": 7516.6}"
"Chevrolet","Silverado 2500HD","LT","2024","1GC1YNE71RF103647","{""doors"": ""4"", ""seats"": ""6"", ""carType"": [""Truck""], ""moonroof"": false, ""cylinders"": ""8"", ""cargoSpace"": """", ""drive_type"": ""Four Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18"", ""transmissionType"": ""A"", ""engine_displacement"": ""6.6"", ""entertainmentScreen"": false, ""fuel_consumption_city"": null, ""fuel_consumption_highway"": null}","{""make"": ""Chevrolet"", ""trim"": ""LT"", ""year"": ""2024"", ""doors"": ""4"", ""model"": ""Silverado 2500HD"", ""style"": ""4WD Crew Cab 159\"" LT"", ""source"": ""Chrome"", ""body_type"": ""4WD Crew Cab 159\"" LT"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Four Wheel Drive"", ""engine_code"": ""L8T"", ""body_subtype"": ""4WD Standard Pickup Trucks"", ""model_number"": ""CK20743"", ""package_code"": """", ""vehicle_type"": ""Crew Cab Pickup - Standard Bed"", ""is_chrome_make"": true, ""oem_body_style"": ""Crew Cab Pickup - Standard Bed"", ""bed_length_foot"": """"}","{""MSRP"": 59335, ""invoice"": 56431, ""estimatedPackagesMSRP"": 5470, ""estimatedPackagesInvoice"": 4977.6}"
"Volkswagen","ID.4","Pro S","2022","WVGGNPE20NP068411","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""hybrid_electric"", ""Crossover"", ""Hatchback""], ""moonroof"": true, ""cylinders"": null, ""cargoSpace"": ""30.3"", ""drive_type"": ""AWD"", ""navigation"": true, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""19.0 x 8.0"", ""transmissionType"": ""A"", ""engine_displacement"": ""0.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""100"", ""fuel_consumption_highway"": ""90""}","{""make"": ""Volkswagen"", ""trim"": ""Pro S"", ""year"": ""2022"", ""doors"": ""4"", ""model"": ""ID.4"", ""style"": ""AWD Pro S 4dr Crossover"", ""source"": ""DataOne"", ""body_type"": ""Wagon"", ""fuel_type"": ""L"", ""oem_doors"": ""4"", ""drive_type"": ""AWD"", ""engine_code"": null, ""body_subtype"": ""Crossover"", ""model_number"": ""E214TN"", ""package_code"": null, ""vehicle_type"": ""Car"", ""is_chrome_make"": false, ""oem_body_style"": ""Crossover"", ""bed_length_foot"": null}","{""MSRP"": 50705, ""invoice"": 48979, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Mercedes-Benz","GLC","GLC 300 4MATIC","2023","W1NKM4HB0PU021033","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Luxury"", ""Crossover"", ""Small SUV"", ""SUV""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": ""19.4"", ""drive_type"": ""AWD"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18.0 x 8.0"", ""transmissionType"": ""A"", ""engine_displacement"": ""2.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": null, ""fuel_consumption_highway"": null}","{""make"": ""Mercedes-Benz"", ""trim"": ""GLC 300 4MATIC"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""GLC"", ""style"": ""AWD GLC 300 4MATIC 4dr SUV"", ""source"": ""DataOne"", ""body_type"": ""SUV"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""AWD"", ""engine_code"": ""M254"", ""body_subtype"": null, ""model_number"": ""GLC300W4"", ""package_code"": null, ""vehicle_type"": ""SUV"", ""is_chrome_make"": false, ""oem_body_style"": ""SUV"", ""bed_length_foot"": null}","{""MSRP"": 60315, ""invoice"": 57801, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"GMC","Yukon","AT4","2023","1GKS2CKDXPR435896","{""doors"": ""4"", ""seats"": ""7"", ""carType"": [""SUV""], ""moonroof"": false, ""cylinders"": ""8"", ""cargoSpace"": """", ""drive_type"": ""Four Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""20 x 9"", ""transmissionType"": ""A"", ""engine_displacement"": ""5.3"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""15"", ""fuel_consumption_highway"": ""20""}","{""make"": ""GMC"", ""trim"": ""AT4"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Yukon"", ""style"": ""4WD 4dr AT4"", ""source"": ""Chrome"", ""body_type"": ""4WD 4dr AT4"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Four Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4WD Sport Utility Vehicles"", ""model_number"": ""TK10706"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 77740, ""invoice"": 74614, ""estimatedPackagesMSRP"": 5315, ""estimatedPackagesInvoice"": 4836.65}"
"Wagoneer","Wagoneer","Series III","2023","1C4SJVDP9PS507102","{""doors"": ""4"", ""seats"": ""8"", ""carType"": [""Luxury"", ""SUV""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": ""27.4"", ""drive_type"": ""4X4"", ""navigation"": true, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": true, ""rearViewCamera"": true, ""wheel_diameter"": ""20.0 x 9.0"", ""transmissionType"": ""A"", ""engine_displacement"": ""3.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""16"", ""fuel_consumption_highway"": ""23""}","{""make"": ""Wagoneer"", ""trim"": ""Series III"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Wagoneer"", ""style"": ""4x4 Series III 4dr SUV"", ""source"": ""DataOne"", ""body_type"": ""SUV"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""4X4"", ""engine_code"": ""EFH"", ""body_subtype"": null, ""model_number"": ""WSJP75"", ""package_code"": ""25N"", ""vehicle_type"": ""SUV"", ""is_chrome_make"": false, ""oem_body_style"": ""SUV"", ""bed_length_foot"": null}","{""MSRP"": 80405, ""invoice"": 77868, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"GMC","Sierra 2500HD","Pro","2024","1GT48LE7XRF179997","{""doors"": ""4"", ""seats"": ""6"", ""carType"": [""Truck""], ""moonroof"": false, ""cylinders"": ""8"", ""cargoSpace"": """", ""drive_type"": ""Rear Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": false, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""17"", ""transmissionType"": ""A"", ""engine_displacement"": ""6.6"", ""entertainmentScreen"": false, ""fuel_consumption_city"": null, ""fuel_consumption_highway"": null}","{""make"": ""GMC"", ""trim"": ""Pro"", ""year"": ""2024"", ""doors"": ""4"", ""model"": ""Sierra 2500HD"", ""style"": ""2WD Crew Cab 159\"" Pro"", ""source"": ""Chrome"", ""body_type"": ""2WD Crew Cab Pro"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Rear Wheel Drive"", ""engine_code"": ""L8T"", ""body_subtype"": ""2WD Standard Pickup Trucks"", ""model_number"": ""TC20743"", ""package_code"": """", ""vehicle_type"": ""Crew Cab Pickup - Standard Bed"", ""is_chrome_make"": true, ""oem_body_style"": ""Crew Cab Pickup - Standard Bed"", ""bed_length_foot"": """"}","{""MSRP"": 52150, ""invoice"": 50129, ""estimatedPackagesMSRP"": 2445, ""estimatedPackagesInvoice"": 2224.95}"
"Audi","Q8","quattro Premium 55 TFSI","2023","WA1AVBF10PD023454","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Luxury"", ""Crossover"", ""Small SUV"", ""SUV""], ""moonroof"": true, ""cylinders"": ""6"", ""cargoSpace"": ""30.5"", ""drive_type"": ""AWD"", ""navigation"": true, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""21.0 x 10.0"", ""transmissionType"": ""A"", ""engine_displacement"": ""3.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""18"", ""fuel_consumption_highway"": ""23""}","{""make"": ""Audi"", ""trim"": ""quattro Premium 55 TFSI"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Q8"", ""style"": ""AWD quattro Premium 55 TFSI 4dr SUV"", ""source"": ""DataOne"", ""body_type"": ""SUV"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""AWD"", ""engine_code"": null, ""body_subtype"": null, ""model_number"": ""4MN5X2"", ""package_code"": null, ""vehicle_type"": ""SUV"", ""is_chrome_make"": false, ""oem_body_style"": ""SUV"", ""bed_length_foot"": null}","{""MSRP"": 78625, ""invoice"": 75116, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Nissan","Rogue","SV","2023","JN8BT3BA1PW003640","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Crossover"", ""Hatchback""], ""moonroof"": false, ""cylinders"": ""3"", ""cargoSpace"": """", ""drive_type"": ""Front Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18 X 7.5"", ""transmissionType"": ""CVT w/OD"", ""engine_displacement"": ""1.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""30"", ""fuel_consumption_highway"": ""37""}","{""make"": ""Nissan"", ""trim"": ""SV"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Rogue"", ""style"": ""FWD SV"", ""source"": ""Chrome"", ""body_type"": ""FWD SV"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Front Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""2WD Sport Utility Vehicles"", ""model_number"": ""29313"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 36320, ""invoice"": 34539, ""estimatedPackagesMSRP"": 5230, ""estimatedPackagesInvoice"": 4601}"
"Audi","Q3","quattro S line Premium 45 TFSI","2023","WA1DECF36P1102911","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Luxury"", ""Crossover"", ""Small SUV"", ""SUV""], ""moonroof"": true, ""cylinders"": ""4"", ""cargoSpace"": ""23.7"", ""drive_type"": ""AWD"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18.0 x 7.0"", ""transmissionType"": ""A"", ""engine_displacement"": ""2.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""21"", ""fuel_consumption_highway"": ""28""}","{""make"": ""Audi"", ""trim"": ""quattro S line Premium 45 TFSI"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Q3"", ""style"": ""AWD quattro S line Premium 45 TFSI 4dr SUV"", ""source"": ""DataOne"", ""body_type"": ""SUV"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""AWD"", ""engine_code"": null, ""body_subtype"": null, ""model_number"": ""F3BCEA"", ""package_code"": null, ""vehicle_type"": ""SUV"", ""is_chrome_make"": false, ""oem_body_style"": ""SUV"", ""bed_length_foot"": null}","{""MSRP"": 42595, ""invoice"": 40619, ""estimatedPackagesMSRP"": 2200, ""estimatedPackagesInvoice"": 2127}"
"Honda","CR-V","EX-L","2023","2HKRS4H71PH406019","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Crossover"", ""SUV""], ""moonroof"": true, ""cylinders"": ""4"", ""cargoSpace"": ""39.3"", ""drive_type"": ""AWD"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18.0 x 7.5"", ""transmissionType"": ""A"", ""engine_displacement"": ""1.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""27"", ""fuel_consumption_highway"": ""32""}","{""make"": ""Honda"", ""trim"": ""EX-L"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""CR-V"", ""style"": ""AWD EX-L 4dr SUV"", ""source"": ""DataOne"", ""body_type"": ""SUV"", ""fuel_type"": ""G"", ""oem_doors"": ""5"", ""drive_type"": ""AWD"", ""engine_code"": ""L15BE"", ""body_subtype"": null, ""model_number"": ""RS4H7PJW"", ""package_code"": null, ""vehicle_type"": ""SUV"", ""is_chrome_make"": false, ""oem_body_style"": ""SUV"", ""bed_length_foot"": null}","{""MSRP"": 36505, ""invoice"": 34310, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Hyundai","Santa Fe","SEL","2023","5NMS3DAJXPH563436","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Crossover"", ""SUV"", ""Small SUV""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": """", ""drive_type"": ""All Wheel Drive"", ""navigation"": true, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18 X 7.5"", ""transmissionType"": ""Automatic w/OD"", ""engine_displacement"": ""2.5"", ""entertainmentScreen"": true, ""fuel_consumption_city"": ""22"", ""fuel_consumption_highway"": ""25""}","{""make"": ""Hyundai"", ""trim"": ""SEL"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Santa Fe"", ""style"": ""SEL AWD"", ""source"": ""Chrome"", ""body_type"": ""SEL AWD"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""All Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4WD Sport Utility Vehicles"", ""model_number"": ""644D2A4S"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 40915, ""invoice"": 39477, ""estimatedPackagesMSRP"": 5430, ""estimatedPackagesInvoice"": 5057}"
"Audi","Q5","quattro S line Prem Plus 45 TFSI","2023","WA1EAAFY1P2077359","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Luxury"", ""Crossover"", ""SUV"", ""Small SUV""], ""moonroof"": true, ""cylinders"": ""4"", ""cargoSpace"": ""25.6"", ""drive_type"": ""AWD"", ""navigation"": true, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""19.0 x 8.0"", ""transmissionType"": ""A"", ""engine_displacement"": ""2.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""22"", ""fuel_consumption_highway"": ""29""}","{""make"": ""Audi"", ""trim"": ""quattro S line Prem Plus 45 TFSI"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Q5"", ""style"": ""AWD quattro S line Premium Plus 45 TFSI 4dr SUV"", ""source"": ""DataOne"", ""body_type"": ""SUV"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""AWD"", ""engine_code"": null, ""body_subtype"": null, ""model_number"": ""FYGCAY"", ""package_code"": ""WPS"", ""vehicle_type"": ""SUV"", ""is_chrome_make"": false, ""oem_body_style"": ""SUV"", ""bed_length_foot"": null}","{""MSRP"": 58305, ""invoice"": 55512, ""estimatedPackagesMSRP"": 2950, ""estimatedPackagesInvoice"": 2775}"
"Nissan","LEAF","SV PLUS","2024","1N4CZ1CV3RC551962","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""hybrid_electric"", ""Hatchback""], ""moonroof"": false, ""cylinders"": null, ""cargoSpace"": ""23.6"", ""drive_type"": ""FWD"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""17.0 x 6.5"", ""transmissionType"": ""A"", ""engine_displacement"": ""0.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": null, ""fuel_consumption_highway"": null}","{""make"": ""Nissan"", ""trim"": ""SV PLUS"", ""year"": ""2024"", ""doors"": ""4"", ""model"": ""LEAF"", ""style"": ""SV PLUS 4dr Hatchback"", ""source"": ""DataOne"", ""body_type"": ""Hatchback"", ""fuel_type"": ""L"", ""oem_doors"": ""4"", ""drive_type"": ""FWD"", ""engine_code"": null, ""body_subtype"": null, ""model_number"": ""17114"", ""package_code"": null, ""vehicle_type"": ""Car"", ""is_chrome_make"": true, ""oem_body_style"": ""Hatchback"", ""bed_length_foot"": null}","{""MSRP"": 38285, ""invoice"": 36228, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Audi","Q5","2.0T quattro Premium Plus S line","2022","WA1EAAFY7N2122219","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Luxury"", ""Crossover"", ""SUV"", ""Small SUV""], ""moonroof"": true, ""cylinders"": ""4"", ""cargoSpace"": ""25.6"", ""drive_type"": ""AWD"", ""navigation"": true, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""19.0 x 8.0"", ""transmissionType"": ""A"", ""engine_displacement"": ""2.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""23"", ""fuel_consumption_highway"": ""28""}","{""make"": ""Audi"", ""trim"": ""2.0T quattro Premium Plus S line"", ""year"": ""2022"", ""doors"": ""4"", ""model"": ""Q5"", ""style"": ""AWD 2.0T quattro Premium Plus S line 45 TFSI 4dr SUV"", ""source"": ""DataOne"", ""body_type"": ""SUV"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""AWD"", ""engine_code"": null, ""body_subtype"": null, ""model_number"": ""FYGCAY"", ""package_code"": ""WPS"", ""vehicle_type"": ""SUV"", ""is_chrome_make"": false, ""oem_body_style"": ""SUV"", ""bed_length_foot"": null}","{""MSRP"": 56080, ""invoice"": 53399, ""estimatedPackagesMSRP"": 1500, ""estimatedPackagesInvoice"": 1411}"
